SpecAnalyzer (GHz)	SetField (T)	 SpecAnalyzerOut (Hz)

1.257000000e+10	-1.000000000e-01	3.416439007e-12
1.257200000e+10	-1.000000000e-01	3.412997532e-12
1.257400000e+10	-1.000000000e-01	3.370698469e-12
1.257600000e+10	-1.000000000e-01	3.399382555e-12
1.257800000e+10	-1.000000000e-01	3.263756453e-12
1.258000000e+10	-1.000000000e-01	3.358682039e-12
1.258200000e+10	-1.000000000e-01	3.309277114e-12
1.258400000e+10	-1.000000000e-01	3.222817629e-12
1.258600000e+10	-1.000000000e-01	3.368853590e-12
1.258800000e+10	-1.000000000e-01	3.448382855e-12
1.259000000e+10	-1.000000000e-01	3.514808670e-12
1.259200000e+10	-1.000000000e-01	3.311932326e-12
1.259400000e+10	-1.000000000e-01	3.437706500e-12
1.259600000e+10	-1.000000000e-01	3.380730158e-12
1.259800000e+10	-1.000000000e-01	3.386947623e-12
1.260000000e+10	-1.000000000e-01	3.420718786e-12
1.260200000e+10	-1.000000000e-01	3.427661583e-12
1.260400000e+10	-1.000000000e-01	3.678718354e-12
1.260600000e+10	-1.000000000e-01	3.555930507e-12
1.260800000e+10	-1.000000000e-01	3.532972959e-12
1.261000000e+10	-1.000000000e-01	3.472998365e-12
1.261200000e+10	-1.000000000e-01	3.769807817e-12
1.261400000e+10	-1.000000000e-01	3.608225697e-12
1.261600000e+10	-1.000000000e-01	3.457138438e-12
1.261800000e+10	-1.000000000e-01	3.467718951e-12
1.262000000e+10	-1.000000000e-01	3.500833304e-12
1.262200000e+10	-1.000000000e-01	3.373372111e-12
1.262400000e+10	-1.000000000e-01	3.552040606e-12
1.262600000e+10	-1.000000000e-01	3.315479185e-12
1.262800000e+10	-1.000000000e-01	3.422742558e-12
1.263000000e+10	-1.000000000e-01	3.202181575e-12
1.263200000e+10	-1.000000000e-01	3.406621339e-12
1.263400000e+10	-1.000000000e-01	3.426763430e-12
1.263600000e+10	-1.000000000e-01	3.497262376e-12
1.263800000e+10	-1.000000000e-01	3.411083915e-12
1.264000000e+10	-1.000000000e-01	3.365594478e-12
1.264200000e+10	-1.000000000e-01	3.487988110e-12
1.264400000e+10	-1.000000000e-01	3.304494482e-12
1.264600000e+10	-1.000000000e-01	3.337807895e-12
1.264800000e+10	-1.000000000e-01	3.485273268e-12
1.265000000e+10	-1.000000000e-01	3.520157256e-12
1.265200000e+10	-1.000000000e-01	3.469136436e-12
1.265400000e+10	-1.000000000e-01	3.656393764e-12
1.265600000e+10	-1.000000000e-01	3.607332098e-12
1.265800000e+10	-1.000000000e-01	3.533802808e-12
1.266000000e+10	-1.000000000e-01	3.559712204e-12
1.266200000e+10	-1.000000000e-01	3.518552637e-12
1.266400000e+10	-1.000000000e-01	3.765742058e-12
1.266600000e+10	-1.000000000e-01	3.559500134e-12
1.266800000e+10	-1.000000000e-01	3.702058625e-12
1.267000000e+10	-1.000000000e-01	3.662342998e-12
1.267200000e+10	-1.000000000e-01	3.762932674e-12
1.267400000e+10	-1.000000000e-01	3.763938380e-12
1.267600000e+10	-1.000000000e-01	3.726809659e-12
1.267800000e+10	-1.000000000e-01	3.780971630e-12
1.268000000e+10	-1.000000000e-01	3.547469827e-12
1.268200000e+10	-1.000000000e-01	3.723942162e-12
1.268400000e+10	-1.000000000e-01	3.885837398e-12
1.268600000e+10	-1.000000000e-01	3.878647403e-12
1.268800000e+10	-1.000000000e-01	3.853043752e-12
1.269000000e+10	-1.000000000e-01	3.720652692e-12
1.269200000e+10	-1.000000000e-01	3.938412964e-12
1.269400000e+10	-1.000000000e-01	3.830383493e-12
1.269600000e+10	-1.000000000e-01	3.862866624e-12
1.269800000e+10	-1.000000000e-01	4.103294961e-12
1.270000000e+10	-1.000000000e-01	3.904601902e-12
1.270200000e+10	-1.000000000e-01	3.857494185e-12
1.270400000e+10	-1.000000000e-01	4.170819506e-12
1.270600000e+10	-1.000000000e-01	4.017748807e-12
1.270800000e+10	-1.000000000e-01	3.921973857e-12
1.271000000e+10	-1.000000000e-01	3.914715774e-12
1.271200000e+10	-1.000000000e-01	4.018940129e-12
1.271400000e+10	-1.000000000e-01	4.092253446e-12
1.271600000e+10	-1.000000000e-01	4.104876595e-12
1.271800000e+10	-1.000000000e-01	3.868293706e-12
1.272000000e+10	-1.000000000e-01	4.141932890e-12
1.272200000e+10	-1.000000000e-01	4.140235030e-12
1.272400000e+10	-1.000000000e-01	3.975009991e-12
1.272600000e+10	-1.000000000e-01	4.025061534e-12
1.272800000e+10	-1.000000000e-01	3.751267092e-12
1.273000000e+10	-1.000000000e-01	3.877137760e-12
1.273200000e+10	-1.000000000e-01	3.978473800e-12
1.273400000e+10	-1.000000000e-01	4.081085296e-12
1.273600000e+10	-1.000000000e-01	4.039240730e-12
1.273800000e+10	-1.000000000e-01	4.167808026e-12
1.274000000e+10	-1.000000000e-01	3.899865240e-12
1.274200000e+10	-1.000000000e-01	3.780001919e-12
1.274400000e+10	-1.000000000e-01	3.930710358e-12
1.274600000e+10	-1.000000000e-01	4.033849210e-12
1.274800000e+10	-1.000000000e-01	3.844888817e-12
1.275000000e+10	-1.000000000e-01	3.931881296e-12
1.275200000e+10	-1.000000000e-01	3.963711737e-12
1.275400000e+10	-1.000000000e-01	3.746989698e-12
1.275600000e+10	-1.000000000e-01	3.703933861e-12
1.275800000e+10	-1.000000000e-01	3.913523585e-12
1.276000000e+10	-1.000000000e-01	3.953838125e-12
1.276200000e+10	-1.000000000e-01	3.790670468e-12
1.276400000e+10	-1.000000000e-01	3.911575491e-12
1.276600000e+10	-1.000000000e-01	3.968655266e-12
1.276800000e+10	-1.000000000e-01	3.769071426e-12
1.277000000e+10	-1.000000000e-01	3.940088707e-12
1.277200000e+10	-1.000000000e-01	3.795044140e-12
1.277400000e+10	-1.000000000e-01	3.787553604e-12
1.277600000e+10	-1.000000000e-01	3.648333372e-12
1.277800000e+10	-1.000000000e-01	3.886181741e-12
1.278000000e+10	-1.000000000e-01	3.722009680e-12
1.278200000e+10	-1.000000000e-01	3.737455224e-12
1.278400000e+10	-1.000000000e-01	3.597348114e-12
1.278600000e+10	-1.000000000e-01	3.740467571e-12
1.278800000e+10	-1.000000000e-01	3.580429789e-12
1.279000000e+10	-1.000000000e-01	3.653521062e-12
1.279200000e+10	-1.000000000e-01	3.734305400e-12
1.279400000e+10	-1.000000000e-01	3.815905057e-12
1.279600000e+10	-1.000000000e-01	3.823537407e-12
1.279800000e+10	-1.000000000e-01	3.900276803e-12
1.280000000e+10	-1.000000000e-01	3.887725645e-12
1.280200000e+10	-1.000000000e-01	3.637585242e-12
1.280400000e+10	-1.000000000e-01	3.734595098e-12
1.280600000e+10	-1.000000000e-01	3.797984496e-12
1.280800000e+10	-1.000000000e-01	3.656516496e-12
1.281000000e+10	-1.000000000e-01	3.769874603e-12
1.281200000e+10	-1.000000000e-01	3.694947560e-12
1.281400000e+10	-1.000000000e-01	3.885411090e-12
1.281600000e+10	-1.000000000e-01	3.646177978e-12
1.281800000e+10	-1.000000000e-01	3.588595350e-12
1.282000000e+10	-1.000000000e-01	3.787482047e-12
1.282200000e+10	-1.000000000e-01	3.754245612e-12
1.282400000e+10	-1.000000000e-01	3.733351735e-12
1.282600000e+10	-1.000000000e-01	3.573317857e-12
1.282800000e+10	-1.000000000e-01	3.540420127e-12
1.283000000e+10	-1.000000000e-01	3.769315155e-12
1.283200000e+10	-1.000000000e-01	3.485742077e-12
1.283400000e+10	-1.000000000e-01	3.566007515e-12
1.283600000e+10	-1.000000000e-01	3.507792798e-12
1.283800000e+10	-1.000000000e-01	3.533367609e-12
1.284000000e+10	-1.000000000e-01	3.532957997e-12
1.284200000e+10	-1.000000000e-01	3.481267358e-12
1.284400000e+10	-1.000000000e-01	3.585195292e-12
1.284600000e+10	-1.000000000e-01	3.623141284e-12
1.284800000e+10	-1.000000000e-01	3.445857315e-12
1.285000000e+10	-1.000000000e-01	3.541363600e-12
1.285200000e+10	-1.000000000e-01	3.456941764e-12
1.285400000e+10	-1.000000000e-01	3.472633639e-12
1.285600000e+10	-1.000000000e-01	3.491632764e-12
1.285800000e+10	-1.000000000e-01	3.778035176e-12
1.286000000e+10	-1.000000000e-01	3.838221841e-12
1.286200000e+10	-1.000000000e-01	3.794358924e-12
1.286400000e+10	-1.000000000e-01	3.828053326e-12
1.286600000e+10	-1.000000000e-01	4.050864678e-12
1.286800000e+10	-1.000000000e-01	4.123049992e-12
1.287000000e+10	-1.000000000e-01	3.821887685e-12
1.287200000e+10	-1.000000000e-01	3.930933270e-12
1.287400000e+10	-1.000000000e-01	3.837066515e-12
1.287600000e+10	-1.000000000e-01	4.223277977e-12
1.287800000e+10	-1.000000000e-01	4.076463559e-12
1.288000000e+10	-1.000000000e-01	4.297178932e-12
1.288200000e+10	-1.000000000e-01	4.210598450e-12
1.288400000e+10	-1.000000000e-01	4.421559473e-12
1.288600000e+10	-1.000000000e-01	4.428076395e-12
1.288800000e+10	-1.000000000e-01	4.254285292e-12
1.289000000e+10	-1.000000000e-01	4.347435172e-12
1.289200000e+10	-1.000000000e-01	4.370481407e-12
1.289400000e+10	-1.000000000e-01	4.588612476e-12
1.289600000e+10	-1.000000000e-01	4.502879406e-12
1.289800000e+10	-1.000000000e-01	4.464359004e-12
1.290000000e+10	-1.000000000e-01	4.412817767e-12
1.290200000e+10	-1.000000000e-01	4.415637127e-12
1.290400000e+10	-1.000000000e-01	4.391434265e-12
1.290600000e+10	-1.000000000e-01	4.467982841e-12
1.290800000e+10	-1.000000000e-01	4.445192478e-12
1.291000000e+10	-1.000000000e-01	4.743757470e-12
1.291200000e+10	-1.000000000e-01	4.599510443e-12
1.291400000e+10	-1.000000000e-01	4.682307493e-12
1.291600000e+10	-1.000000000e-01	4.577422642e-12
1.291800000e+10	-1.000000000e-01	4.487459883e-12
1.292000000e+10	-1.000000000e-01	4.528142184e-12
1.292200000e+10	-1.000000000e-01	4.587155742e-12
1.292400000e+10	-1.000000000e-01	4.296541855e-12
1.292600000e+10	-1.000000000e-01	4.443445178e-12
1.292800000e+10	-1.000000000e-01	4.445356409e-12
1.293000000e+10	-1.000000000e-01	4.203673000e-12
1.293200000e+10	-1.000000000e-01	4.459523029e-12
1.293400000e+10	-1.000000000e-01	4.407489998e-12
1.293600000e+10	-1.000000000e-01	4.540275274e-12
1.293800000e+10	-1.000000000e-01	4.454493632e-12
1.294000000e+10	-1.000000000e-01	4.356435785e-12
1.294200000e+10	-1.000000000e-01	4.427249799e-12
1.294400000e+10	-1.000000000e-01	4.360923948e-12
1.294600000e+10	-1.000000000e-01	4.425345073e-12
1.294800000e+10	-1.000000000e-01	4.292877685e-12
1.295000000e+10	-1.000000000e-01	4.336808690e-12
1.295200000e+10	-1.000000000e-01	4.541459656e-12
1.295400000e+10	-1.000000000e-01	4.144095223e-12
1.295600000e+10	-1.000000000e-01	4.185591543e-12
1.295800000e+10	-1.000000000e-01	4.011480384e-12
1.296000000e+10	-1.000000000e-01	4.097807597e-12
1.296200000e+10	-1.000000000e-01	4.088588409e-12
1.296400000e+10	-1.000000000e-01	4.059687916e-12
1.296600000e+10	-1.000000000e-01	4.108340838e-12
1.296800000e+10	-1.000000000e-01	4.204030787e-12
1.297000000e+10	-1.000000000e-01	4.178640507e-12
1.297200000e+10	-1.000000000e-01	3.935851211e-12
1.297400000e+10	-1.000000000e-01	3.945628546e-12
1.297600000e+10	-1.000000000e-01	4.177401047e-12
1.297800000e+10	-1.000000000e-01	3.881434670e-12
1.298000000e+10	-1.000000000e-01	3.980203753e-12
1.298200000e+10	-1.000000000e-01	3.986997364e-12
1.298400000e+10	-1.000000000e-01	4.044669981e-12
1.298600000e+10	-1.000000000e-01	4.021486703e-12
1.298800000e+10	-1.000000000e-01	3.994972322e-12
1.299000000e+10	-1.000000000e-01	3.930615815e-12
1.299200000e+10	-1.000000000e-01	3.679271297e-12
1.299400000e+10	-1.000000000e-01	3.857497655e-12
1.299600000e+10	-1.000000000e-01	3.781609574e-12
1.299800000e+10	-1.000000000e-01	3.732477001e-12
1.300000000e+10	-1.000000000e-01	4.046681393e-12
1.300200000e+10	-1.000000000e-01	3.771729457e-12
1.300400000e+10	-1.000000000e-01	3.754060431e-12
1.300600000e+10	-1.000000000e-01	3.683593361e-12
1.300800000e+10	-1.000000000e-01	3.607211968e-12
1.301000000e+10	-1.000000000e-01	3.643921102e-12
1.301200000e+10	-1.000000000e-01	3.650011283e-12
1.301400000e+10	-1.000000000e-01	3.710202284e-12
1.301600000e+10	-1.000000000e-01	3.632677709e-12
1.301800000e+10	-1.000000000e-01	3.571348295e-12
1.302000000e+10	-1.000000000e-01	3.569079927e-12
1.302200000e+10	-1.000000000e-01	3.537646304e-12
1.302400000e+10	-1.000000000e-01	3.371709162e-12
1.302600000e+10	-1.000000000e-01	3.559188100e-12
1.302800000e+10	-1.000000000e-01	3.471653303e-12
1.303000000e+10	-1.000000000e-01	3.411923521e-12
1.303200000e+10	-1.000000000e-01	3.614450969e-12
1.303400000e+10	-1.000000000e-01	3.528496072e-12
1.303600000e+10	-1.000000000e-01	3.414808800e-12
1.303800000e+10	-1.000000000e-01	3.518259902e-12
1.304000000e+10	-1.000000000e-01	3.353380290e-12
1.304200000e+10	-1.000000000e-01	3.364681797e-12
1.304400000e+10	-1.000000000e-01	3.286803989e-12
1.304600000e+10	-1.000000000e-01	3.495299753e-12
1.304800000e+10	-1.000000000e-01	3.532852613e-12
1.305000000e+10	-1.000000000e-01	3.363312667e-12
1.305200000e+10	-1.000000000e-01	3.409766176e-12
1.305400000e+10	-1.000000000e-01	3.707096696e-12
1.305600000e+10	-1.000000000e-01	3.581950058e-12
1.305800000e+10	-1.000000000e-01	3.696476285e-12
1.306000000e+10	-1.000000000e-01	3.660600469e-12
1.306200000e+10	-1.000000000e-01	3.695647087e-12
1.306400000e+10	-1.000000000e-01	3.669111456e-12
1.306600000e+10	-1.000000000e-01	3.905295792e-12
1.306800000e+10	-1.000000000e-01	3.687327353e-12
1.307000000e+10	-1.000000000e-01	4.099113843e-12
1.307200000e+10	-1.000000000e-01	3.933478109e-12
1.307400000e+10	-1.000000000e-01	3.881981108e-12
1.307600000e+10	-1.000000000e-01	3.923944936e-12
1.307800000e+10	-1.000000000e-01	4.245823311e-12
1.308000000e+10	-1.000000000e-01	4.148648439e-12
1.308200000e+10	-1.000000000e-01	4.018454840e-12
1.308400000e+10	-1.000000000e-01	4.305656092e-12
1.308600000e+10	-1.000000000e-01	4.232123332e-12
1.308800000e+10	-1.000000000e-01	4.279601847e-12
1.309000000e+10	-1.000000000e-01	4.412476894e-12
1.309200000e+10	-1.000000000e-01	4.464879855e-12
1.309400000e+10	-1.000000000e-01	4.576580000e-12
1.309600000e+10	-1.000000000e-01	4.686032378e-12
1.309800000e+10	-1.000000000e-01	4.769004636e-12
1.310000000e+10	-1.000000000e-01	4.721172672e-12
1.310200000e+10	-1.000000000e-01	4.481266053e-12
1.310400000e+10	-1.000000000e-01	4.452283594e-12
1.310600000e+10	-1.000000000e-01	4.599115793e-12
1.310800000e+10	-1.000000000e-01	4.472784556e-12
1.311000000e+10	-1.000000000e-01	4.849046512e-12
1.311200000e+10	-1.000000000e-01	4.879625783e-12
1.311400000e+10	-1.000000000e-01	4.751928885e-12
1.311600000e+10	-1.000000000e-01	4.560894197e-12
1.311800000e+10	-1.000000000e-01	4.883224467e-12
1.312000000e+10	-1.000000000e-01	4.760775107e-12
1.312200000e+10	-1.000000000e-01	4.897015952e-12
1.312400000e+10	-1.000000000e-01	4.210439723e-12
1.312600000e+10	-1.000000000e-01	4.759464090e-12
1.312800000e+10	-1.000000000e-01	4.696824960e-12
1.313000000e+10	-1.000000000e-01	4.771457535e-12
1.313200000e+10	-1.000000000e-01	4.804657974e-12
1.313400000e+10	-1.000000000e-01	4.761179298e-12
1.313600000e+10	-1.000000000e-01	4.789924533e-12
1.313800000e+10	-1.000000000e-01	4.726439292e-12
1.314000000e+10	-1.000000000e-01	4.504233358e-12
1.314200000e+10	-1.000000000e-01	4.578041939e-12
1.314400000e+10	-1.000000000e-01	4.468377491e-12
1.314600000e+10	-1.000000000e-01	4.507856761e-12
1.314800000e+10	-1.000000000e-01	4.392841993e-12
1.315000000e+10	-1.000000000e-01	4.479839243e-12
1.315200000e+10	-1.000000000e-01	4.307814522e-12
1.315400000e+10	-1.000000000e-01	4.299611014e-12
1.315600000e+10	-1.000000000e-01	4.241034173e-12
1.315800000e+10	-1.000000000e-01	4.163039705e-12
1.316000000e+10	-1.000000000e-01	4.145805661e-12
1.316200000e+10	-1.000000000e-01	4.023402705e-12
1.316400000e+10	-1.000000000e-01	3.992272658e-12
1.316600000e+10	-1.000000000e-01	3.999860772e-12
1.316800000e+10	-1.000000000e-01	4.094038910e-12
1.317000000e+10	-1.000000000e-01	3.800187595e-12
1.317200000e+10	-1.000000000e-01	3.835053802e-12
1.317400000e+10	-1.000000000e-01	3.507230530e-12
1.317600000e+10	-1.000000000e-01	3.676486632e-12
1.317800000e+10	-1.000000000e-01	3.653145494e-12
1.318000000e+10	-1.000000000e-01	3.578188527e-12
1.318200000e+10	-1.000000000e-01	3.522472028e-12
1.318400000e+10	-1.000000000e-01	3.497328295e-12
1.318600000e+10	-1.000000000e-01	3.615057255e-12
1.318800000e+10	-1.000000000e-01	3.417207923e-12
1.319000000e+10	-1.000000000e-01	3.394371589e-12
1.319200000e+10	-1.000000000e-01	3.679575308e-12
1.319400000e+10	-1.000000000e-01	3.348355447e-12
1.319600000e+10	-1.000000000e-01	3.361504217e-12
1.319800000e+10	-1.000000000e-01	3.231220196e-12
1.320000000e+10	-1.000000000e-01	3.284704323e-12
1.320200000e+10	-1.000000000e-01	3.330832355e-12
1.320400000e+10	-1.000000000e-01	3.490750224e-12
1.320600000e+10	-1.000000000e-01	3.412244662e-12
1.320800000e+10	-1.000000000e-01	3.494776517e-12
1.321000000e+10	-1.000000000e-01	3.466756179e-12
1.321200000e+10	-1.000000000e-01	3.332355008e-12
1.321400000e+10	-1.000000000e-01	3.262587683e-12
1.321600000e+10	-1.000000000e-01	3.335025615e-12
1.321800000e+10	-1.000000000e-01	3.213825473e-12
1.322000000e+10	-1.000000000e-01	3.203981134e-12
1.322200000e+10	-1.000000000e-01	3.400977850e-12
1.322400000e+10	-1.000000000e-01	3.185515003e-12
1.322600000e+10	-1.000000000e-01	3.245643554e-12
1.322800000e+10	-1.000000000e-01	3.190944037e-12
1.323000000e+10	-1.000000000e-01	3.202760973e-12
1.323200000e+10	-1.000000000e-01	3.372908723e-12
1.323400000e+10	-1.000000000e-01	3.103609383e-12
1.323600000e+10	-1.000000000e-01	3.176275215e-12
1.323800000e+10	-1.000000000e-01	3.284863700e-12
1.324000000e+10	-1.000000000e-01	3.158790720e-12
1.324200000e+10	-1.000000000e-01	3.052779817e-12
1.324400000e+10	-1.000000000e-01	3.403049327e-12
1.324600000e+10	-1.000000000e-01	3.142046085e-12
1.324800000e+10	-1.000000000e-01	3.144201913e-12
1.325000000e+10	-1.000000000e-01	2.991321383e-12
1.325200000e+10	-1.000000000e-01	3.151346805e-12
1.325400000e+10	-1.000000000e-01	3.050901328e-12
1.325600000e+10	-1.000000000e-01	2.984344759e-12
1.325800000e+10	-1.000000000e-01	3.226097341e-12
1.326000000e+10	-1.000000000e-01	3.137303785e-12
1.326200000e+10	-1.000000000e-01	3.154404472e-12
1.326400000e+10	-1.000000000e-01	3.099761116e-12
1.326600000e+10	-1.000000000e-01	3.380545193e-12
1.326800000e+10	-1.000000000e-01	3.379171942e-12
1.327000000e+10	-1.000000000e-01	3.327297205e-12
1.327200000e+10	-1.000000000e-01	3.413647620e-12
1.327400000e+10	-1.000000000e-01	3.633762345e-12
1.327600000e+10	-1.000000000e-01	3.624378358e-12
1.327800000e+10	-1.000000000e-01	3.713479177e-12
1.328000000e+10	-1.000000000e-01	3.591101158e-12
1.328200000e+10	-1.000000000e-01	3.985130368e-12
1.328400000e+10	-1.000000000e-01	3.981969702e-12
1.328600000e+10	-1.000000000e-01	3.921739669e-12
1.328800000e+10	-1.000000000e-01	3.984019711e-12
1.329000000e+10	-1.000000000e-01	3.960098742e-12
1.329200000e+10	-1.000000000e-01	4.135991896e-12
1.329400000e+10	-1.000000000e-01	4.138315125e-12
1.329600000e+10	-1.000000000e-01	4.291717589e-12
1.329800000e+10	-1.000000000e-01	4.338896863e-12
1.330000000e+10	-1.000000000e-01	4.536412045e-12
1.330200000e+10	-1.000000000e-01	4.501355452e-12
1.330400000e+10	-1.000000000e-01	4.623709401e-12
1.330600000e+10	-1.000000000e-01	4.559342921e-12
1.330800000e+10	-1.000000000e-01	4.551337172e-12
1.331000000e+10	-1.000000000e-01	4.714732511e-12
1.331200000e+10	-1.000000000e-01	4.939198790e-12
1.331400000e+10	-1.000000000e-01	4.892089771e-12
1.331600000e+10	-1.000000000e-01	5.029946078e-12
1.331800000e+10	-1.000000000e-01	4.947970419e-12
1.332000000e+10	-1.000000000e-01	5.427114921e-12
1.332200000e+10	-1.000000000e-01	5.231318850e-12
1.332400000e+10	-1.000000000e-01	5.534108762e-12
1.332600000e+10	-1.000000000e-01	5.487725292e-12
1.332800000e+10	-1.000000000e-01	5.452408490e-12
1.333000000e+10	-1.000000000e-01	5.299133961e-12
1.333200000e+10	-1.000000000e-01	5.560012086e-12
1.333400000e+10	-1.000000000e-01	5.266453940e-12
1.333600000e+10	-1.000000000e-01	5.199746449e-12
1.333800000e+10	-1.000000000e-01	5.073631185e-12
1.334000000e+10	-1.000000000e-01	5.295987607e-12
1.334200000e+10	-1.000000000e-01	5.081335960e-12
1.334400000e+10	-1.000000000e-01	5.240603958e-12
1.334600000e+10	-1.000000000e-01	5.217697368e-12
1.334800000e+10	-1.000000000e-01	5.179684372e-12
1.335000000e+10	-1.000000000e-01	4.756577510e-12
1.335200000e+10	-1.000000000e-01	5.038802275e-12
1.335400000e+10	-1.000000000e-01	4.819959969e-12
1.335600000e+10	-1.000000000e-01	4.618052468e-12
1.335800000e+10	-1.000000000e-01	4.742267343e-12
1.336000000e+10	-1.000000000e-01	4.722688386e-12
1.336200000e+10	-1.000000000e-01	4.513488541e-12
1.336400000e+10	-1.000000000e-01	4.466237710e-12
1.336600000e+10	-1.000000000e-01	4.597541532e-12
1.336800000e+10	-1.000000000e-01	4.478922875e-12
1.337000000e+10	-1.000000000e-01	4.120368977e-12
1.337200000e+10	-1.000000000e-01	4.342729301e-12
1.337400000e+10	-1.000000000e-01	4.327759939e-12
1.337600000e+10	-1.000000000e-01	4.355803045e-12
1.337800000e+10	-1.000000000e-01	4.106830761e-12
1.338000000e+10	-1.000000000e-01	3.960452626e-12
1.338200000e+10	-1.000000000e-01	3.948873780e-12
1.338400000e+10	-1.000000000e-01	3.904545524e-12
1.338600000e+10	-1.000000000e-01	3.994980995e-12
1.338800000e+10	-1.000000000e-01	3.756238810e-12
1.339000000e+10	-1.000000000e-01	3.741136307e-12
1.339200000e+10	-1.000000000e-01	3.692855917e-12
1.339400000e+10	-1.000000000e-01	3.940389681e-12
1.339600000e+10	-1.000000000e-01	3.480818932e-12
1.339800000e+10	-1.000000000e-01	3.734204786e-12
1.340000000e+10	-1.000000000e-01	3.555599174e-12
1.340200000e+10	-1.000000000e-01	3.697687989e-12
1.340400000e+10	-1.000000000e-01	3.437292985e-12
1.340600000e+10	-1.000000000e-01	3.566867938e-12
1.340800000e+10	-1.000000000e-01	3.548892517e-12
1.341000000e+10	-1.000000000e-01	3.621980103e-12
1.341200000e+10	-1.000000000e-01	3.444176585e-12
1.341400000e+10	-1.000000000e-01	3.633629422e-12
1.341600000e+10	-1.000000000e-01	3.663452788e-12
1.341800000e+10	-1.000000000e-01	3.676400764e-12
1.342000000e+10	-1.000000000e-01	3.720778893e-12
1.342200000e+10	-1.000000000e-01	3.730420053e-12
1.342400000e+10	-1.000000000e-01	3.791344842e-12
1.342600000e+10	-1.000000000e-01	3.739869525e-12
1.342800000e+10	-1.000000000e-01	3.639490185e-12
1.343000000e+10	-1.000000000e-01	3.792579532e-12
1.343200000e+10	-1.000000000e-01	3.849433359e-12
1.343400000e+10	-1.000000000e-01	3.755555329e-12
1.343600000e+10	-1.000000000e-01	3.635178747e-12
1.343800000e+10	-1.000000000e-01	3.865531593e-12
1.344000000e+10	-1.000000000e-01	3.630181008e-12
1.344200000e+10	-1.000000000e-01	3.685119918e-12
1.344400000e+10	-1.000000000e-01	3.743031492e-12
1.344600000e+10	-1.000000000e-01	3.810806271e-12
1.344800000e+10	-1.000000000e-01	3.521244277e-12
1.345000000e+10	-1.000000000e-01	3.628741188e-12
1.345200000e+10	-1.000000000e-01	3.766845343e-12
1.345400000e+10	-1.000000000e-01	3.544256251e-12
1.345600000e+10	-1.000000000e-01	3.503571998e-12
1.345800000e+10	-1.000000000e-01	3.640543596e-12
1.346000000e+10	-1.000000000e-01	3.537056065e-12
1.346200000e+10	-1.000000000e-01	3.536641466e-12
1.346400000e+10	-1.000000000e-01	3.474550508e-12
1.346600000e+10	-1.000000000e-01	3.510829648e-12
1.346800000e+10	-1.000000000e-01	3.502210891e-12
1.347000000e+10	-1.000000000e-01	3.554230478e-12
1.347200000e+10	-1.000000000e-01	3.627539892e-12
1.347400000e+10	-1.000000000e-01	3.621021451e-12
1.347600000e+10	-1.000000000e-01	3.516510434e-12
1.347800000e+10	-1.000000000e-01	3.587532615e-12
1.348000000e+10	-1.000000000e-01	3.800659006e-12
1.348200000e+10	-1.000000000e-01	4.013172173e-12
1.348400000e+10	-1.000000000e-01	3.834711194e-12
1.348600000e+10	-1.000000000e-01	3.911143111e-12
1.348800000e+10	-1.000000000e-01	3.956452353e-12
1.349000000e+10	-1.000000000e-01	4.070553790e-12
1.349200000e+10	-1.000000000e-01	4.108012541e-12
1.349400000e+10	-1.000000000e-01	4.252401816e-12
1.349600000e+10	-1.000000000e-01	4.217512624e-12
1.349800000e+10	-1.000000000e-01	4.491527809e-12
1.350000000e+10	-1.000000000e-01	4.601266416e-12
1.350200000e+10	-1.000000000e-01	4.350506934e-12
1.350400000e+10	-1.000000000e-01	4.738841698e-12
1.350600000e+10	-1.000000000e-01	4.777374243e-12
1.350800000e+10	-1.000000000e-01	4.757370713e-12
1.351000000e+10	-1.000000000e-01	4.709763395e-12
1.351200000e+10	-1.000000000e-01	4.839904519e-12
1.351400000e+10	-1.000000000e-01	4.964271182e-12
1.351600000e+10	-1.000000000e-01	4.953964322e-12
1.351800000e+10	-1.000000000e-01	4.929179460e-12
1.352000000e+10	-1.000000000e-01	5.211758542e-12
1.352200000e+10	-1.000000000e-01	5.131004996e-12
1.352400000e+10	-1.000000000e-01	5.318791848e-12
1.352600000e+10	-1.000000000e-01	5.219065631e-12
1.352800000e+10	-1.000000000e-01	5.491089788e-12
1.353000000e+10	-1.000000000e-01	5.559128678e-12
1.353200000e+10	-1.000000000e-01	5.739035983e-12
1.353400000e+10	-1.000000000e-01	5.541907211e-12
1.353600000e+10	-1.000000000e-01	5.368335550e-12
1.353800000e+10	-1.000000000e-01	5.502575392e-12
1.354000000e+10	-1.000000000e-01	5.548730312e-12
1.354200000e+10	-1.000000000e-01	5.535035971e-12
1.354400000e+10	-1.000000000e-01	5.836200447e-12
1.354600000e+10	-1.000000000e-01	5.783580212e-12
1.354800000e+10	-1.000000000e-01	5.746764176e-12
1.355000000e+10	-1.000000000e-01	5.290705807e-12
1.355200000e+10	-1.000000000e-01	5.677320159e-12
1.355400000e+10	-1.000000000e-01	5.473983246e-12
1.355600000e+10	-1.000000000e-01	5.853263187e-12
1.355800000e+10	-1.000000000e-01	6.033279779e-12
1.356000000e+10	-1.000000000e-01	5.482536734e-12
1.356200000e+10	-1.000000000e-01	5.627784697e-12
1.356400000e+10	-1.000000000e-01	5.316057490e-12
