SpecAnalyzer (GHz)	setField (T)	 SpecAnalyzerOut (Hz)

1.396000000e+10	0.000000000e+00	3.816296723e-10
1.396200000e+10	0.000000000e+00	3.714238916e-10
1.396400000e+10	0.000000000e+00	3.861424236e-10
1.396600000e+10	0.000000000e+00	3.695180550e-10
1.396800000e+10	0.000000000e+00	3.818999561e-10
1.397000000e+10	0.000000000e+00	4.283517707e-10
1.397200000e+10	0.000000000e+00	4.308632895e-10
1.397400000e+10	0.000000000e+00	3.855321895e-10
1.397600000e+10	0.000000000e+00	3.984230723e-10
1.397800000e+10	0.000000000e+00	3.730418474e-10
1.398000000e+10	0.000000000e+00	3.748920063e-10
1.398200000e+10	0.000000000e+00	4.238018825e-10
1.398400000e+10	0.000000000e+00	3.616572319e-10
1.398600000e+10	0.000000000e+00	3.858177666e-10
1.398800000e+10	0.000000000e+00	4.031751322e-10
1.399000000e+10	0.000000000e+00	4.088265837e-10
1.399200000e+10	0.000000000e+00	3.819800865e-10
1.399400000e+10	0.000000000e+00	4.119756480e-10
1.399600000e+10	0.000000000e+00	3.817524630e-10
1.399800000e+10	0.000000000e+00	3.653625180e-10
1.400000000e+10	0.000000000e+00	3.683763850e-10
1.200000000e+10	1.000000000e-01	3.346015132e-11
1.200200000e+10	1.000000000e-01	3.782770971e-11
1.200400000e+10	1.000000000e-01	3.786707059e-11
1.200600000e+10	1.000000000e-01	3.932722550e-11
1.200800000e+10	1.000000000e-01	3.892154307e-11
1.201000000e+10	1.000000000e-01	3.972525434e-11
1.201200000e+10	1.000000000e-01	3.993052070e-11
1.201400000e+10	1.000000000e-01	3.860234354e-11
1.201600000e+10	1.000000000e-01	3.761743347e-11
1.201800000e+10	1.000000000e-01	3.658116171e-11
1.202000000e+10	1.000000000e-01	3.902903348e-11
1.202200000e+10	1.000000000e-01	4.305822018e-11
1.202400000e+10	1.000000000e-01	3.808401511e-11
1.202600000e+10	1.000000000e-01	4.126743738e-11
1.202800000e+10	1.000000000e-01	4.184732075e-11
1.203000000e+10	1.000000000e-01	4.002793930e-11
1.203200000e+10	1.000000000e-01	4.203254064e-11
1.203400000e+10	1.000000000e-01	4.254533531e-11
1.203600000e+10	1.000000000e-01	4.019150290e-11
1.203800000e+10	1.000000000e-01	4.280933941e-11
1.204000000e+10	1.000000000e-01	4.421103761e-11
1.204200000e+10	1.000000000e-01	4.391741831e-11
1.204400000e+10	1.000000000e-01	4.216590271e-11
1.204600000e+10	1.000000000e-01	4.487905880e-11
1.204800000e+10	1.000000000e-01	4.432716000e-11
1.205000000e+10	1.000000000e-01	4.576438881e-11
1.205200000e+10	1.000000000e-01	4.311822080e-11
1.205400000e+10	1.000000000e-01	4.268868245e-11
1.205600000e+10	1.000000000e-01	4.493510425e-11
1.205800000e+10	1.000000000e-01	4.674668291e-11
1.206000000e+10	1.000000000e-01	4.936753784e-11
1.206200000e+10	1.000000000e-01	4.473621820e-11
1.206400000e+10	1.000000000e-01	4.717410490e-11
1.206600000e+10	1.000000000e-01	4.527776765e-11
1.206800000e+10	1.000000000e-01	4.857006464e-11
1.207000000e+10	1.000000000e-01	4.818980978e-11
1.207200000e+10	1.000000000e-01	4.562554501e-11
1.207400000e+10	1.000000000e-01	4.800422559e-11
1.207600000e+10	1.000000000e-01	4.636659112e-11
1.207800000e+10	1.000000000e-01	4.645392751e-11
1.208000000e+10	1.000000000e-01	4.338724519e-11
1.208200000e+10	1.000000000e-01	4.488570973e-11
1.208400000e+10	1.000000000e-01	4.250425706e-11
1.208600000e+10	1.000000000e-01	4.517233462e-11
1.208800000e+10	1.000000000e-01	4.332627312e-11
1.209000000e+10	1.000000000e-01	4.316714694e-11
1.209200000e+10	1.000000000e-01	4.267062051e-11
1.209400000e+10	1.000000000e-01	4.210661680e-11
1.209600000e+10	1.000000000e-01	4.158736897e-11
1.209800000e+10	1.000000000e-01	3.860298886e-11
1.210000000e+10	1.000000000e-01	4.327372488e-11
1.210200000e+10	1.000000000e-01	4.173673906e-11
1.210400000e+10	1.000000000e-01	3.536329909e-11
1.210600000e+10	1.000000000e-01	4.182778776e-11
1.210800000e+10	1.000000000e-01	3.928629991e-11
1.211000000e+10	1.000000000e-01	3.860308948e-11
1.211200000e+10	1.000000000e-01	3.579539443e-11
1.211400000e+10	1.000000000e-01	4.132628614e-11
1.211600000e+10	1.000000000e-01	3.776811155e-11
1.211800000e+10	1.000000000e-01	3.373023735e-11
1.212000000e+10	1.000000000e-01	3.545250898e-11
1.212200000e+10	1.000000000e-01	3.504636512e-11
1.212400000e+10	1.000000000e-01	3.490331982e-11
1.212600000e+10	1.000000000e-01	3.685593497e-11
1.212800000e+10	1.000000000e-01	3.466684231e-11
1.213000000e+10	1.000000000e-01	3.395010315e-11
1.213200000e+10	1.000000000e-01	3.390129150e-11
1.213400000e+10	1.000000000e-01	3.213593974e-11
1.213600000e+10	1.000000000e-01	3.333022400e-11
1.213800000e+10	1.000000000e-01	3.640385909e-11
1.214000000e+10	1.000000000e-01	3.427866324e-11
1.214200000e+10	1.000000000e-01	3.111199492e-11
1.214400000e+10	1.000000000e-01	3.605776788e-11
1.214600000e+10	1.000000000e-01	3.505295013e-11
1.214800000e+10	1.000000000e-01	3.314821681e-11
1.215000000e+10	1.000000000e-01	3.442670801e-11
1.215200000e+10	1.000000000e-01	3.471019305e-11
1.215400000e+10	1.000000000e-01	3.474156726e-11
1.215600000e+10	1.000000000e-01	3.567757895e-11
1.215800000e+10	1.000000000e-01	3.426336645e-11
1.216000000e+10	1.000000000e-01	3.600857806e-11
1.216200000e+10	1.000000000e-01	3.588665129e-11
1.216400000e+10	1.000000000e-01	3.563320125e-11
1.216600000e+10	1.000000000e-01	3.751384967e-11
1.216800000e+10	1.000000000e-01	3.272448285e-11
1.217000000e+10	1.000000000e-01	3.840863738e-11
1.217200000e+10	1.000000000e-01	3.537477603e-11
1.217400000e+10	1.000000000e-01	3.899715620e-11
1.217600000e+10	1.000000000e-01	3.751614297e-11
1.217800000e+10	1.000000000e-01	3.834799145e-11
1.218000000e+10	1.000000000e-01	3.874865359e-11
1.218200000e+10	1.000000000e-01	3.779661653e-11
1.218400000e+10	1.000000000e-01	3.882584185e-11
1.218600000e+10	1.000000000e-01	4.147144433e-11
1.218800000e+10	1.000000000e-01	3.795139550e-11
1.219000000e+10	1.000000000e-01	3.790096709e-11
1.219200000e+10	1.000000000e-01	3.850847766e-11
1.219400000e+10	1.000000000e-01	3.974929066e-11
1.219600000e+10	1.000000000e-01	4.044833218e-11
1.219800000e+10	1.000000000e-01	4.112120366e-11
1.220000000e+10	1.000000000e-01	4.146367277e-11
1.220200000e+10	1.000000000e-01	3.821821332e-11
1.220400000e+10	1.000000000e-01	3.758358555e-11
1.220600000e+10	1.000000000e-01	3.935655968e-11
1.220800000e+10	1.000000000e-01	3.815811556e-11
1.221000000e+10	1.000000000e-01	3.861483355e-11
1.221200000e+10	1.000000000e-01	3.745207269e-11
1.221400000e+10	1.000000000e-01	3.674863538e-11
1.221600000e+10	1.000000000e-01	3.695555667e-11
1.221800000e+10	1.000000000e-01	3.666144818e-11
1.222000000e+10	1.000000000e-01	3.746332758e-11
1.222200000e+10	1.000000000e-01	3.789719233e-11
1.222400000e+10	1.000000000e-01	3.730952353e-11
1.222600000e+10	1.000000000e-01	3.760886047e-11
1.222800000e+10	1.000000000e-01	3.845540900e-11
1.223000000e+10	1.000000000e-01	3.386541395e-11
1.223200000e+10	1.000000000e-01	3.539614088e-11
1.223400000e+10	1.000000000e-01	3.502305043e-11
1.223600000e+10	1.000000000e-01	3.771339838e-11
1.223800000e+10	1.000000000e-01	3.708269802e-11
1.224000000e+10	1.000000000e-01	3.784491817e-11
1.224200000e+10	1.000000000e-01	3.287446010e-11
1.224400000e+10	1.000000000e-01	3.584034458e-11
1.224600000e+10	1.000000000e-01	3.813467944e-11
1.224800000e+10	1.000000000e-01	3.715429006e-11
1.225000000e+10	1.000000000e-01	3.664423279e-11
1.225200000e+10	1.000000000e-01	4.138792781e-11
1.225400000e+10	1.000000000e-01	3.737336135e-11
1.225600000e+10	1.000000000e-01	3.579180355e-11
1.225800000e+10	1.000000000e-01	3.666329740e-11
1.226000000e+10	1.000000000e-01	3.731499137e-11
1.226200000e+10	1.000000000e-01	3.704912419e-11
1.226400000e+10	1.000000000e-01	4.049936775e-11
1.226600000e+10	1.000000000e-01	4.114596511e-11
1.226800000e+10	1.000000000e-01	3.772552062e-11
1.227000000e+10	1.000000000e-01	3.910972587e-11
1.227200000e+10	1.000000000e-01	3.735054974e-11
1.227400000e+10	1.000000000e-01	3.560863063e-11
1.227600000e+10	1.000000000e-01	3.900064299e-11
1.227800000e+10	1.000000000e-01	3.529096460e-11
1.228000000e+10	1.000000000e-01	3.904733134e-11
1.228200000e+10	1.000000000e-01	4.254737535e-11
1.228400000e+10	1.000000000e-01	3.870610082e-11
1.228600000e+10	1.000000000e-01	3.613917499e-11
1.228800000e+10	1.000000000e-01	3.830106718e-11
1.229000000e+10	1.000000000e-01	3.652217417e-11
1.229200000e+10	1.000000000e-01	4.087431435e-11
1.229400000e+10	1.000000000e-01	3.988920999e-11
1.229600000e+10	1.000000000e-01	3.817209743e-11
1.229800000e+10	1.000000000e-01	4.161448616e-11
1.230000000e+10	1.000000000e-01	4.202805118e-11
1.230200000e+10	1.000000000e-01	3.748057420e-11
1.230400000e+10	1.000000000e-01	3.883397076e-11
1.230600000e+10	1.000000000e-01	4.450426486e-11
1.230800000e+10	1.000000000e-01	3.854269334e-11
1.231000000e+10	1.000000000e-01	3.554532710e-11
1.231200000e+10	1.000000000e-01	3.975725305e-11
1.231400000e+10	1.000000000e-01	3.649601454e-11
1.231600000e+10	1.000000000e-01	3.520743419e-11
1.231800000e+10	1.000000000e-01	4.127947983e-11
1.232000000e+10	1.000000000e-01	3.915145291e-11
1.232200000e+10	1.000000000e-01	4.228393677e-11
1.232400000e+10	1.000000000e-01	3.860372785e-11
1.232600000e+10	1.000000000e-01	3.944096438e-11
1.232800000e+10	1.000000000e-01	3.822219624e-11
1.233000000e+10	1.000000000e-01	4.206459486e-11
1.233200000e+10	1.000000000e-01	3.939979593e-11
1.233400000e+10	1.000000000e-01	3.973073259e-11
1.233600000e+10	1.000000000e-01	3.909847099e-11
1.233800000e+10	1.000000000e-01	3.924057260e-11
1.234000000e+10	1.000000000e-01	3.812955854e-11
1.234200000e+10	1.000000000e-01	4.107700638e-11
1.234400000e+10	1.000000000e-01	4.337699297e-11
1.234600000e+10	1.000000000e-01	3.815446223e-11
1.234800000e+10	1.000000000e-01	3.836899548e-11
1.235000000e+10	1.000000000e-01	4.012871979e-11
1.235200000e+10	1.000000000e-01	3.917916339e-11
1.235400000e+10	1.000000000e-01	4.089118974e-11
1.235600000e+10	1.000000000e-01	4.057104305e-11
1.235800000e+10	1.000000000e-01	4.233272066e-11
1.236000000e+10	1.000000000e-01	4.059972150e-11
1.236200000e+10	1.000000000e-01	3.941648744e-11
1.236400000e+10	1.000000000e-01	4.249740143e-11
1.236600000e+10	1.000000000e-01	3.985239916e-11
1.236800000e+10	1.000000000e-01	4.358944455e-11
1.237000000e+10	1.000000000e-01	4.345200935e-11
1.237200000e+10	1.000000000e-01	4.392292779e-11
1.237400000e+10	1.000000000e-01	4.353450239e-11
1.237600000e+10	1.000000000e-01	4.076398941e-11
1.237800000e+10	1.000000000e-01	4.674936480e-11
1.238000000e+10	1.000000000e-01	4.469699957e-11
1.238200000e+10	1.000000000e-01	4.377590304e-11
1.238400000e+10	1.000000000e-01	4.873820098e-11
1.238600000e+10	1.000000000e-01	4.596225830e-11
1.238800000e+10	1.000000000e-01	4.790627617e-11
1.239000000e+10	1.000000000e-01	4.648290433e-11
1.239200000e+10	1.000000000e-01	4.456746430e-11
1.239400000e+10	1.000000000e-01	4.435168205e-11
1.239600000e+10	1.000000000e-01	4.376624757e-11
1.239800000e+10	1.000000000e-01	4.236352935e-11
1.240000000e+10	1.000000000e-01	4.088194713e-11
1.240200000e+10	1.000000000e-01	4.102390996e-11
1.240400000e+10	1.000000000e-01	4.557175817e-11
1.240600000e+10	1.000000000e-01	4.547115462e-11
1.240800000e+10	1.000000000e-01	4.565577777e-11
1.241000000e+10	1.000000000e-01	4.339765006e-11
1.241200000e+10	1.000000000e-01	4.053512040e-11
1.241400000e+10	1.000000000e-01	4.494397562e-11
1.241600000e+10	1.000000000e-01	3.974423221e-11
1.241800000e+10	1.000000000e-01	4.205857537e-11
1.242000000e+10	1.000000000e-01	3.836157086e-11
1.242200000e+10	1.000000000e-01	4.084135113e-11
1.242400000e+10	1.000000000e-01	4.237965881e-11
1.242600000e+10	1.000000000e-01	4.241788865e-11
1.242800000e+10	1.000000000e-01	4.051116040e-11
1.243000000e+10	1.000000000e-01	4.364845985e-11
1.243200000e+10	1.000000000e-01	4.050486682e-11
1.243400000e+10	1.000000000e-01	4.076304919e-11
1.243600000e+10	1.000000000e-01	4.117046287e-11
1.243800000e+10	1.000000000e-01	4.005438689e-11
1.244000000e+10	1.000000000e-01	4.191754929e-11
1.244200000e+10	1.000000000e-01	4.115503424e-11
1.244400000e+10	1.000000000e-01	4.298555956e-11
1.244600000e+10	1.000000000e-01	4.241471410e-11
1.244800000e+10	1.000000000e-01	4.118969055e-11
1.245000000e+10	1.000000000e-01	4.068708218e-11
1.245200000e+10	1.000000000e-01	4.434972875e-11
1.245400000e+10	1.000000000e-01	4.337673276e-11
1.245600000e+10	1.000000000e-01	4.321593777e-11
1.245800000e+10	1.000000000e-01	4.441644968e-11
1.246000000e+10	1.000000000e-01	4.761412445e-11
1.246200000e+10	1.000000000e-01	4.663609082e-11
1.246400000e+10	1.000000000e-01	4.733410539e-11
1.246600000e+10	1.000000000e-01	4.646324298e-11
1.246800000e+10	1.000000000e-01	3.934980813e-11
1.247000000e+10	1.000000000e-01	4.298069539e-11
1.247200000e+10	1.000000000e-01	4.580862772e-11
1.247400000e+10	1.000000000e-01	4.752861299e-11
1.247600000e+10	1.000000000e-01	4.952914814e-11
1.247800000e+10	1.000000000e-01	4.697000427e-11
1.248000000e+10	1.000000000e-01	4.604959469e-11
1.248200000e+10	1.000000000e-01	4.688566202e-11
1.248400000e+10	1.000000000e-01	4.487514874e-11
1.248600000e+10	1.000000000e-01	4.655639763e-11
1.248800000e+10	1.000000000e-01	4.670971943e-11
1.249000000e+10	1.000000000e-01	4.538856097e-11
1.249200000e+10	1.000000000e-01	4.473199935e-11
1.249400000e+10	1.000000000e-01	4.747185631e-11
1.249600000e+10	1.000000000e-01	4.836485726e-11
1.249800000e+10	1.000000000e-01	4.732928285e-11
1.250000000e+10	1.000000000e-01	4.538758258e-11
1.250200000e+10	1.000000000e-01	4.294741993e-11
1.250400000e+10	1.000000000e-01	4.040415572e-11
1.250600000e+10	1.000000000e-01	4.280706345e-11
1.250800000e+10	1.000000000e-01	3.951928368e-11
1.251000000e+10	1.000000000e-01	4.313869748e-11
1.251200000e+10	1.000000000e-01	4.087968852e-11
1.251400000e+10	1.000000000e-01	4.255954617e-11
1.251600000e+10	1.000000000e-01	4.261421077e-11
1.251800000e+10	1.000000000e-01	3.903877221e-11
1.252000000e+10	1.000000000e-01	3.907326546e-11
1.252200000e+10	1.000000000e-01	3.763325068e-11
1.252400000e+10	1.000000000e-01	3.896724957e-11
1.252600000e+10	1.000000000e-01	4.206462262e-11
1.252800000e+10	1.000000000e-01	3.705203852e-11
1.253000000e+10	1.000000000e-01	3.702187168e-11
1.253200000e+10	1.000000000e-01	3.709780746e-11
1.253400000e+10	1.000000000e-01	3.700822634e-11
1.253600000e+10	1.000000000e-01	3.814606617e-11
1.253800000e+10	1.000000000e-01	3.452833852e-11
1.254000000e+10	1.000000000e-01	3.664655038e-11
1.254200000e+10	1.000000000e-01	3.630640233e-11
1.254400000e+10	1.000000000e-01	3.543588686e-11
1.254600000e+10	1.000000000e-01	3.426595813e-11
1.254800000e+10	1.000000000e-01	3.478011976e-11
1.255000000e+10	1.000000000e-01	3.742990987e-11
1.255200000e+10	1.000000000e-01	3.414694222e-11
1.255400000e+10	1.000000000e-01	3.401598794e-11
1.255600000e+10	1.000000000e-01	3.616342295e-11
1.255800000e+10	1.000000000e-01	3.468637877e-11
1.256000000e+10	1.000000000e-01	3.359787448e-11
1.256200000e+10	1.000000000e-01	3.311603769e-11
1.256400000e+10	1.000000000e-01	3.542887511e-11
1.256600000e+10	1.000000000e-01	3.507022450e-11
1.256800000e+10	1.000000000e-01	3.336666707e-11
1.257000000e+10	1.000000000e-01	3.278088218e-11
1.257200000e+10	1.000000000e-01	3.223144668e-11
1.257400000e+10	1.000000000e-01	3.294927872e-11
1.257600000e+10	1.000000000e-01	3.136315166e-11
1.257800000e+10	1.000000000e-01	3.552514186e-11
1.258000000e+10	1.000000000e-01	3.359938716e-11
1.258200000e+10	1.000000000e-01	3.254949435e-11
1.258400000e+10	1.000000000e-01	3.395251094e-11
1.258600000e+10	1.000000000e-01	3.185743683e-11
1.258800000e+10	1.000000000e-01	3.106464738e-11
1.259000000e+10	1.000000000e-01	3.300772503e-11
1.259200000e+10	1.000000000e-01	3.227149797e-11
1.259400000e+10	1.000000000e-01	3.166717583e-11
1.259600000e+10	1.000000000e-01	3.313645885e-11
1.259800000e+10	1.000000000e-01	3.645760777e-11
1.260000000e+10	1.000000000e-01	3.233652582e-11
1.260200000e+10	1.000000000e-01	3.283953318e-11
1.260400000e+10	1.000000000e-01	3.327591327e-11
1.260600000e+10	1.000000000e-01	3.472679436e-11
1.260800000e+10	1.000000000e-01	3.490722641e-11
1.261000000e+10	1.000000000e-01	3.347869204e-11
1.261200000e+10	1.000000000e-01	3.518428604e-11
1.261400000e+10	1.000000000e-01	3.365076273e-11
1.261600000e+10	1.000000000e-01	3.339030441e-11
1.261800000e+10	1.000000000e-01	3.127151663e-11
1.262000000e+10	1.000000000e-01	3.362641762e-11
1.262200000e+10	1.000000000e-01	3.609359686e-11
1.262400000e+10	1.000000000e-01	3.429194081e-11
1.262600000e+10	1.000000000e-01	3.378063107e-11
1.262800000e+10	1.000000000e-01	3.013880812e-11
1.263000000e+10	1.000000000e-01	3.412226057e-11
1.263200000e+10	1.000000000e-01	3.393244366e-11
1.263400000e+10	1.000000000e-01	3.114406302e-11
1.263600000e+10	1.000000000e-01	3.527047751e-11
1.263800000e+10	1.000000000e-01	3.189274192e-11
1.264000000e+10	1.000000000e-01	3.245826524e-11
1.264200000e+10	1.000000000e-01	3.266921803e-11
1.264400000e+10	1.000000000e-01	3.493201908e-11
1.264600000e+10	1.000000000e-01	3.295971482e-11
1.264800000e+10	1.000000000e-01	3.339664309e-11
1.265000000e+10	1.000000000e-01	3.670347706e-11
1.265200000e+10	1.000000000e-01	3.291666939e-11
1.265400000e+10	1.000000000e-01	3.328839288e-11
1.265600000e+10	1.000000000e-01	3.431005133e-11
1.265800000e+10	1.000000000e-01	3.561507686e-11
1.266000000e+10	1.000000000e-01	3.327603817e-11
1.266200000e+10	1.000000000e-01	3.550013408e-11
1.266400000e+10	1.000000000e-01	3.502787643e-11
1.266600000e+10	1.000000000e-01	3.702866139e-11
1.266800000e+10	1.000000000e-01	3.512784508e-11
1.267000000e+10	1.000000000e-01	3.752149286e-11
1.267200000e+10	1.000000000e-01	3.602044357e-11
1.267400000e+10	1.000000000e-01	3.680666882e-11
1.267600000e+10	1.000000000e-01	3.860957387e-11
1.267800000e+10	1.000000000e-01	3.803315649e-11
1.268000000e+10	1.000000000e-01	3.873940405e-11
1.268200000e+10	1.000000000e-01	3.579190416e-11
1.268400000e+10	1.000000000e-01	3.693247791e-11
1.268600000e+10	1.000000000e-01	3.399996604e-11
1.268800000e+10	1.000000000e-01	3.809355956e-11
1.269000000e+10	1.000000000e-01	3.869671597e-11
1.269200000e+10	1.000000000e-01	3.936997603e-11
1.269400000e+10	1.000000000e-01	3.730906209e-11
1.269600000e+10	1.000000000e-01	4.009990603e-11
1.269800000e+10	1.000000000e-01	3.977766033e-11
1.270000000e+10	1.000000000e-01	3.836386417e-11
1.270200000e+10	1.000000000e-01	3.834610407e-11
1.270400000e+10	1.000000000e-01	3.796678250e-11
1.270600000e+10	1.000000000e-01	3.840193441e-11
1.270800000e+10	1.000000000e-01	3.981980370e-11
1.271000000e+10	1.000000000e-01	3.802447940e-11
1.271200000e+10	1.000000000e-01	3.960453493e-11
1.271400000e+10	1.000000000e-01	3.937588450e-11
1.271600000e+10	1.000000000e-01	3.774800264e-11
1.271800000e+10	1.000000000e-01	3.836137311e-11
1.272000000e+10	1.000000000e-01	3.790185180e-11
1.272200000e+10	1.000000000e-01	3.772022972e-11
1.272400000e+10	1.000000000e-01	3.977364965e-11
1.272600000e+10	1.000000000e-01	3.825331024e-11
1.272800000e+10	1.000000000e-01	3.682780469e-11
1.273000000e+10	1.000000000e-01	3.884914959e-11
1.273200000e+10	1.000000000e-01	4.041959475e-11
1.273400000e+10	1.000000000e-01	4.022092034e-11
1.273600000e+10	1.000000000e-01	3.921407990e-11
1.273800000e+10	1.000000000e-01	3.850353716e-11
1.274000000e+10	1.000000000e-01	4.084505303e-11
1.274200000e+10	1.000000000e-01	3.810196950e-11
1.274400000e+10	1.000000000e-01	3.891963488e-11
1.274600000e+10	1.000000000e-01	3.942938337e-11
1.274800000e+10	1.000000000e-01	3.728559822e-11
1.275000000e+10	1.000000000e-01	3.914270991e-11
1.275200000e+10	1.000000000e-01	3.723054157e-11
1.275400000e+10	1.000000000e-01	3.799584258e-11
1.275600000e+10	1.000000000e-01	4.052749455e-11
1.275800000e+10	1.000000000e-01	3.523379852e-11
1.276000000e+10	1.000000000e-01	4.095114872e-11
1.276200000e+10	1.000000000e-01	3.705471346e-11
1.276400000e+10	1.000000000e-01	3.551860195e-11
1.276600000e+10	1.000000000e-01	3.842922508e-11
1.276800000e+10	1.000000000e-01	3.730318832e-11
1.277000000e+10	1.000000000e-01	3.643798110e-11
1.277200000e+10	1.000000000e-01	3.552936070e-11
1.277400000e+10	1.000000000e-01	3.576532820e-11
1.277600000e+10	1.000000000e-01	3.494910264e-11
1.277800000e+10	1.000000000e-01	3.414413544e-11
1.278000000e+10	1.000000000e-01	3.647336946e-11
1.278200000e+10	1.000000000e-01	3.712278054e-11
1.278400000e+10	1.000000000e-01	3.696392498e-11
1.278600000e+10	1.000000000e-01	3.903575727e-11
1.278800000e+10	1.000000000e-01	3.573469298e-11
1.279000000e+10	1.000000000e-01	3.587889708e-11
1.279200000e+10	1.000000000e-01	3.898031550e-11
1.279400000e+10	1.000000000e-01	3.713846591e-11
1.279600000e+10	1.000000000e-01	3.513852403e-11
1.279800000e+10	1.000000000e-01	3.816980065e-11
1.280000000e+10	1.000000000e-01	3.609752081e-11
1.280200000e+10	1.000000000e-01	3.706790430e-11
1.280400000e+10	1.000000000e-01	3.835497545e-11
1.280600000e+10	1.000000000e-01	3.631756354e-11
1.280800000e+10	1.000000000e-01	3.589203240e-11
1.281000000e+10	1.000000000e-01	3.596380485e-11
1.281200000e+10	1.000000000e-01	3.673039997e-11
1.281400000e+10	1.000000000e-01	3.498589612e-11
1.281600000e+10	1.000000000e-01	3.523803124e-11
1.281800000e+10	1.000000000e-01	3.758355779e-11
1.282000000e+10	1.000000000e-01	3.626762779e-11
1.282200000e+10	1.000000000e-01	3.699925089e-11
1.282400000e+10	1.000000000e-01	3.621401443e-11
1.282600000e+10	1.000000000e-01	3.618913849e-11
1.282800000e+10	1.000000000e-01	3.562838913e-11
1.283000000e+10	1.000000000e-01	3.673131591e-11
1.283200000e+10	1.000000000e-01	3.481506403e-11
1.283400000e+10	1.000000000e-01	3.366039045e-11
1.283600000e+10	1.000000000e-01	3.531091392e-11
1.283800000e+10	1.000000000e-01	3.494986939e-11
1.284000000e+10	1.000000000e-01	3.445188926e-11
1.284200000e+10	1.000000000e-01	3.505741877e-11
1.284400000e+10	1.000000000e-01	3.471106041e-11
1.284600000e+10	1.000000000e-01	3.670088886e-11
1.284800000e+10	1.000000000e-01	3.333079299e-11
1.285000000e+10	1.000000000e-01	3.483878463e-11
1.285200000e+10	1.000000000e-01	3.382055400e-11
1.285400000e+10	1.000000000e-01	3.381151956e-11
1.285600000e+10	1.000000000e-01	3.619800987e-11
1.285800000e+10	1.000000000e-01	3.783904440e-11
1.286000000e+10	1.000000000e-01	3.609662916e-11
1.286200000e+10	1.000000000e-01	3.810861349e-11
1.286400000e+10	1.000000000e-01	3.755303360e-11
1.286600000e+10	1.000000000e-01	3.847771407e-11
1.286800000e+10	1.000000000e-01	3.813169919e-11
1.287000000e+10	1.000000000e-01	3.689261049e-11
1.287200000e+10	1.000000000e-01	3.713523933e-11
1.287400000e+10	1.000000000e-01	4.093306943e-11
1.287600000e+10	1.000000000e-01	4.011234053e-11
1.287800000e+10	1.000000000e-01	4.073138354e-11
1.288000000e+10	1.000000000e-01	4.321407815e-11
1.288200000e+10	1.000000000e-01	4.274436013e-11
1.288400000e+10	1.000000000e-01	4.359796899e-11
1.288600000e+10	1.000000000e-01	3.946687421e-11
1.288800000e+10	1.000000000e-01	4.106017262e-11
1.289000000e+10	1.000000000e-01	4.258621233e-11
1.289200000e+10	1.000000000e-01	4.113164323e-11
1.289400000e+10	1.000000000e-01	4.030214357e-11
1.289600000e+10	1.000000000e-01	4.266249506e-11
1.289800000e+10	1.000000000e-01	4.305954551e-11
1.290000000e+10	1.000000000e-01	4.182004049e-11
1.290200000e+10	1.000000000e-01	4.491243488e-11
1.290400000e+10	1.000000000e-01	4.079379889e-11
1.290600000e+10	1.000000000e-01	4.331348821e-11
1.290800000e+10	1.000000000e-01	4.469639936e-11
1.291000000e+10	1.000000000e-01	4.193452530e-11
1.291200000e+10	1.000000000e-01	4.555392175e-11
1.291400000e+10	1.000000000e-01	4.464047534e-11
1.291600000e+10	1.000000000e-01	4.136903667e-11
1.291800000e+10	1.000000000e-01	4.351308550e-11
1.292000000e+10	1.000000000e-01	4.412667107e-11
1.292200000e+10	1.000000000e-01	4.326977318e-11
1.292400000e+10	1.000000000e-01	4.502554926e-11
1.292600000e+10	1.000000000e-01	4.272379325e-11
1.292800000e+10	1.000000000e-01	4.127333891e-11
1.293000000e+10	1.000000000e-01	4.295528863e-11
1.293200000e+10	1.000000000e-01	4.225946329e-11
1.293400000e+10	1.000000000e-01	4.412716373e-11
1.293600000e+10	1.000000000e-01	3.999685305e-11
1.293800000e+10	1.000000000e-01	4.232839773e-11
1.294000000e+10	1.000000000e-01	4.121574956e-11
1.294200000e+10	1.000000000e-01	4.207125620e-11
1.294400000e+10	1.000000000e-01	4.290789946e-11
1.294600000e+10	1.000000000e-01	4.226252681e-11
1.294800000e+10	1.000000000e-01	4.124275227e-11
1.295000000e+10	1.000000000e-01	3.882425631e-11
1.295200000e+10	1.000000000e-01	4.270175533e-11
1.295400000e+10	1.000000000e-01	3.910361271e-11
1.295600000e+10	1.000000000e-01	4.061642342e-11
1.295800000e+10	1.000000000e-01	4.113563656e-11
1.296000000e+10	1.000000000e-01	4.121869512e-11
1.296200000e+10	1.000000000e-01	3.923156938e-11
1.296400000e+10	1.000000000e-01	3.913262422e-11
1.296600000e+10	1.000000000e-01	3.915765975e-11
1.296800000e+10	1.000000000e-01	3.778562879e-11
1.297000000e+10	1.000000000e-01	3.916904648e-11
1.297200000e+10	1.000000000e-01	4.278043544e-11
1.297400000e+10	1.000000000e-01	4.068001838e-11
1.297600000e+10	1.000000000e-01	3.927999245e-11
1.297800000e+10	1.000000000e-01	3.859709427e-11
1.298000000e+10	1.000000000e-01	3.925951925e-11
1.298200000e+10	1.000000000e-01	4.061741221e-11
1.298400000e+10	1.000000000e-01	4.108566612e-11
1.298600000e+10	1.000000000e-01	3.901520773e-11
1.298800000e+10	1.000000000e-01	3.858764697e-11
1.299000000e+10	1.000000000e-01	3.863819681e-11
